Floor,Switch,Switch Port number,Desk Details,Client,Everest Id,Agent/Support/Empty,Port Status,WS Status,MAC Address,VLAN,IPv4 Address
33rd,NY4824470090(ASW20),ge-0/0/4,PP0-02,Reprise,ven987knc95,Agent,Active,Occupied,2c:58:b9:f0:05:c5,132,
