Floor,Switch,Switch Port number,Desk Details,Client,Everest Id,Agent/Support/Empty,Port Status,WS Status,MAC Address,VLAN,IPv4 Address
34th,FSMEXICOASW01,ge-0/0/10,P1-06,OMF,is754680,Agent,Active,Occupied,e0:70:ea:ab:f8:01,121,10.58.121.36
